source,bootstrap_replicate,icc_3_1,icc_3_k
Human,196,0.8615975289221321,0.9613917771452682
Human,197,0.835618878784713,0.9531257937632193
Human,198,0.8697585038528372,0.9639147813099689
Human,199,0.8604679206358686,0.9610398355951325
Human,200,0.8707886463105464,0.9642308238218888
Human,201,0.8311194322088381,0.9516566714744814
Human,202,0.8123404501853129,0.9454005283428533
Human,203,0.8704781332286687,0.9641356169220208
Human,204,0.8612316878400579,0.9612778683173915
Human,205,0.8887395106641554,0.9696525211563485
Human,206,0.8616479109342435,0.9614074587001699
Human,207,0.8655518641708488,0.9626185681751005
Human,208,0.8589755773222385,0.9605738576031102
Human,209,0.8807864656802141,0.9672702440026526
Human,210,0.8819606045903818,0.9676239106369926
Human,211,0.8699492441411197,0.9639733402905682
Human,212,0.8475580382548684,0.9569698039371424
Human,213,0.8366122127240786,0.9534486062687503
Human,214,0.8998281074505612,0.9729227417064004
Human,215,0.8633200899345885,0.9619271803047328
Human,216,0.8364650571532751,0.9534008184154713
Human,217,0.8154817278762811,0.9464612775505005
Human,218,0.8630692623185222,0.9618493144422755
Human,219,0.8799345204506517,0.9670131979582021
Human,220,0.850214379861842,0.9578145101465639
Human,221,0.8412546608207455,0.954950064769
Human,222,0.8399060849642551,0.9545151334731983
Human,223,0.8724460330315545,0.9647381683784633
Human,224,0.8291504482967179,0.9510101977612928
Human,225,0.8055624446042032,0.9430917914344746
Human,226,0.8217667956228193,0.9485663046549775
Human,227,0.8539162899894936,0.9589853986500179
Human,228,0.873503543737667,0.9650611559673968
Human,229,0.8333665884368449,0.9523918108807475
Human,230,0.882878045374738,0.9678997810534998
Human,231,0.8745952179331254,0.965393984620643
Human,232,0.8503947027017666,0.9578717146889764
Human,233,0.863103583118094,0.961859970773906
Human,234,0.8510498452875211,0.9580794016100086
Human,235,0.901050147361482,0.9732795482694944
Human,236,0.8585207967462746,0.9604316222701191
Human,237,0.8620603249120161,0.9615357741118639
Human,238,0.8797679078094034,0.9669628859452988
Human,239,0.8653719365972217,0.9625629232973512
Human,240,0.9099315413201954,0.9758516305157405
Human,241,0.854522737018367,0.9591765179265195
Human,242,0.8696841588598555,0.9638919517003949
Human,243,0.8899581801815636,0.9700148278632696
Human,244,0.8238245849863295,0.9492505409951597
Human,245,0.8545615909503927,0.9591887559310563
Human,246,0.8367614265941524,0.9534970502685429
Human,247,0.7985640642179785,0.940678976669971
Human,248,0.8436568146476744,0.9557223183160555
Human,249,0.9038027108252848,0.974080649246586
Human,250,0.8488735507165882,0.9573886061956451
Human,251,0.8273492618697241,0.9504168958152103
Human,252,0.8801790202847107,0.9670870045511425
Human,253,0.8765740487743827,0.9659957577329588
Human,254,0.81557657742349,0.9464932162072874
Human,255,0.8986608670258754,0.9725812743424231
Human,256,0.8487390472452582,0.957345828890584
Human,257,0.8524528685458448,0.9585234023861611
Human,258,0.8571925851556997,0.96001559405344
Human,259,0.8749395898368414,0.9654988516349892
Human,260,0.8593385594694753,0.9606873045919425
Human,261,0.8609720703035418,0.9611969910786379
Human,262,0.8857628738074081,0.9687645307719334
Human,263,0.8923072172226721,0.9707111565109162
Human,264,0.850552560207753,0.9579217781579611
Human,265,0.832731674663398,0.9521843910389511
Human,266,0.8603588447140205,0.9610058165597306
Human,267,0.8602106708674563,0.9609595935464627
Human,268,0.866301838336409,0.9628503273825881
Human,269,0.8846095438220378,0.9684193026503103
Human,270,0.8637236190677597,0.9620523817019475
Human,271,0.9068876834388444,0.9749742679458077
Human,272,0.8791694080527318,0.9667820429532551
Human,273,0.8489900264165211,0.9574256421087634
Human,274,0.8437629916089405,0.9557563797511867
Human,275,0.8392233528518795,0.9542945630284223
Human,276,0.8405936953808458,0.9547370206381129
Human,277,0.8752703993035631,0.9655995323837296
Human,278,0.8596210518625966,0.960775547419793
Human,279,0.8834017867305688,0.9680570812423256
Human,280,0.8273999396758982,0.9504336140100382
Human,281,0.8792835585101492,0.9668165484906143
Human,282,0.8289036688670237,0.9509290185481232
Human,283,0.8919343747480635,0.9706008125029393
Human,284,0.8600095452612153,0.9608968338019617
Human,285,0.8416097456294956,0.9550644176708197
Human,286,0.865671126473032,0.9626554423468223
Human,287,0.8311686765264309,0.9516728117701572
Human,288,0.8212607485090461,0.9483976650894368
Human,289,0.8394962409575881,0.9543827558692971
Human,290,0.8043809099205708,0.942686519267512
Human,291,0.8607886451856297,0.9611398284489522
Human,292,0.8304462986626614,0.9514359085758823
Human,293,0.8409141475113608,0.9548403395695881
Human,294,0.8490571795622808,0.9574469915560955
Human,295,0.9011413817666604,0.9733061582052919
Human,296,0.8453295811634916,0.9562582264660071
Human,297,0.8630953832850996,0.9618574248474395
Human,298,0.889883708862136,0.9699927084784497
Human,299,0.8726456104510408,0.964799167181333
Human,300,0.874351411387114,0.9653197052839672
Human,301,0.8344676539497203,0.9527509830148375
Human,302,0.8395922741853006,0.9544137824296042
Human,303,0.8676769124028217,0.9632745049242353
Human,304,0.8396223030463239,0.9544234831567078
Human,305,0.8778096558867258,0.9663705152348248
Human,306,0.8547729029172106,0.9592552998343815
Human,307,0.8529070999777446,0.9586669234185281
Human,308,0.8704671350127743,0.9641322438412655
Human,309,0.8506860995247624,0.957964118850423
Human,310,0.8354821929052405,0.9530813307998504
Human,311,0.8483281791106458,0.9572150966267664
Human,312,0.8726680078182775,0.9648060114482313
Human,313,0.8772205831197776,0.9661919459041355
Human,314,0.8761514945166746,0.9658674220539887
Human,315,0.8533468289319941,0.9588057575154172
Human,316,0.8939594601663376,0.9711993366224958
Human,317,0.8157554107774431,0.9465534203611823
Human,318,0.8944182877659845,0.9713346710579026
Human,319,0.8553520227041542,0.9594375482232927
Human,320,0.8136924268727334,0.9458577771046758
Human,321,0.8186360146418161,0.9475205986232843
Human,322,0.845010328039239,0.9561560640749395
Human,323,0.8899783476439057,0.9700208175161041
Human,324,0.8566193951884616,0.9598357701179018
Human,325,0.8912157678288101,0.9703879487647197
Human,326,0.8778418312588315,0.966380263754747
Human,327,0.8633900343526985,0.9619488877334984
Human,328,0.8363359500654381,0.9533588817917847
Human,329,0.8259536994369173,0.949955936811962
Human,330,0.8044587508122938,0.942713244973183
Human,331,0.8438983926435778,0.9557998073186248
Human,332,0.8544443298223278,0.9591518192074873
Human,333,0.8860437471128839,0.9688485061445157
Human,334,0.8581346597259804,0.960310770382858
Human,335,0.8711474751420435,0.9643407837492358
Human,336,0.8664526328687756,0.9628968913641697
Human,337,0.8515203705456478,0.9582284212337048
Human,338,0.8597875985901984,0.9608275524416028
Human,339,0.8376311718928181,0.953779177369735
Human,340,0.8306270871542412,0.95149522559229
Human,341,0.8520647792638754,0.958400692795661
Human,342,0.855739571783754,0.959559410362075
Human,343,0.8553845951551664,0.9594477934647015
Human,344,0.8848319154395955,0.9684859163739855
