endpoint,bootstrap_replicate,icc_c_k
QGEval,464,0.6814065192681401
QGEval,465,0.744264301009483
QGEval,466,0.7773552258128759
QGEval,467,0.7262100988984478
QGEval,468,0.7777930958420646
QGEval,469,0.6841969686041359
QGEval,470,0.7153731934270436
QGEval,471,0.6777439124307668
QGEval,472,0.6173500385884816
QGEval,473,0.7589803813208063
QGEval,474,0.7521610655376199
QGEval,475,0.6291239856325661
QGEval,476,0.5689365984568924
QGEval,477,0.5655881615249551
QGEval,478,0.745950802139037
QGEval,479,0.6375439281530648
QGEval,480,0.7258679642293531
QGEval,481,0.4313985072242121
QGEval,482,0.4943452453650543
QGEval,483,0.6403601694915251
QGEval,484,0.755984781555473
QGEval,485,0.40008396305625393
QGEval,486,0.6619094488188967
QGEval,487,0.4433324407551208
QGEval,488,0.7548665979617546
QGEval,489,0.6797775530839224
QGEval,490,0.7458079930495216
QGEval,491,0.6837688738004947
QGEval,492,0.7214243144101865
QGEval,493,0.602243502977801
QGEval,494,0.7250184195984524
QGEval,495,0.711514310747663
QGEval,496,0.6838017063208309
QGEval,497,0.7240658452837809
QGEval,498,0.3646926639445321
QGEval,499,0.3967036740299858
QGEval,500,0.689024734742765
QGEval,501,0.146451876019572
QGEval,502,0.6709137782870225
QGEval,503,0.7007190324453019
QGEval,504,0.7949894291754753
QGEval,505,0.5652278465792944
QGEval,506,0.7354762921828276
QGEval,507,0.6783709845728622
QGEval,508,0.6897507818293185
QGEval,509,0.7229748469268019
QGEval,510,0.36804507224498484
QGEval,511,0.7314697366606916
QGEval,512,0.7113664977241169
QGEval,513,0.6222656249999997
QGEval,514,0.6005455456384187
QGEval,515,0.7545336254179497
QGEval,516,0.6574667769791606
QGEval,517,0.5455653626492692
QGEval,518,0.6398509699442175
QGEval,519,0.7079813825202548
QGEval,520,0.5088172360363002
QGEval,521,0.7296721834209358
QGEval,522,0.7059639848009241
QGEval,523,0.681939372213384
QGEval,524,0.570987064849379
QGEval,525,0.6925663817018621
QGEval,526,0.6447607722439836
QGEval,527,0.7385387528220253
QGEval,528,0.7344980598563134
QGEval,529,0.7305642063149276
QGEval,530,0.7712618551732445
QGEval,531,0.643025078369905
QGEval,532,0.5709231835878459
QGEval,533,0.7574745076531166
QGEval,534,0.7282936200796103
QGEval,535,0.7333328502800497
QGEval,536,0.7504091711008292
QGEval,537,0.68956496334856
QGEval,538,0.7325917569980348
QGEval,539,0.563909774436089
